time,lead1,lead2,lead3,lead4,lead5,lead6,lead7,lead8,lead9,lead10,lead11,lead12
0.21,-0.026,0.037,0.064,-0.006,-0.045,0.05,0.143,0.216,0.216,0.055,-0.095,-0.22
0.22,0.008,0.084,0.076,-0.046,-0.034,0.079,0.148,0.227,0.21,0.064,-0.09,-0.22
0.23,-0.015,0.091,0.106,-0.038,-0.061,0.098,0.143,0.218,0.204,0.057,-0.094,-0.225
0.24,-0.036,0.093,0.13,-0.029,-0.083,0.111,0.133,0.205,0.198,0.047,-0.095,-0.224
0.25,-0.048,0.105,0.153,-0.029,-0.101,0.129,0.127,0.193,0.174,0.038,-0.1,-0.226
0.26,-0.062,0.112,0.174,-0.025,-0.118,0.143,0.117,0.156,0.137,0.01,-0.101,-0.23
0.27,-0.047,0.141,0.188,-0.047,-0.118,0.164,0.099,0.11,0.094,-0.026,-0.107,-0.23
0.28,-0.061,0.129,0.19,-0.034,-0.126,0.159,0.073,0.062,0.042,-0.061,-0.122,-0.233
0.29,-0.06,0.115,0.175,-0.028,-0.118,0.145,0.048,0.008,-0.006,-0.094,-0.132,-0.235
0.3,-0.053,0.106,0.159,-0.027,-0.106,0.132,0.027,-0.028,-0.045,-0.119,-0.14,-0.234
0.31,-0.046,0.091,0.138,-0.023,-0.092,0.114,0.011,-0.063,-0.086,-0.139,-0.137,-0.235
0.32,-0.036,0.074,0.11,-0.02,-0.073,0.092,0.004,-0.095,-0.114,-0.152,-0.131,-0.241
0.33,-0.028,0.052,0.08,-0.012,-0.054,0.066,-0.003,-0.092,-0.109,-0.146,-0.128,-0.256
0.34,-0.003,0.047,0.049,-0.022,-0.026,0.048,-0.009,-0.084,-0.099,-0.141,-0.122,-0.267
0.35,0.007,0.041,0.034,-0.025,-0.014,0.037,-0.016,-0.078,-0.091,-0.138,-0.118,-0.274
0.36,0.0,0.035,0.036,-0.018,-0.018,0.035,-0.019,-0.07,-0.083,-0.132,-0.115,-0.28
0.37,-0.003,0.031,0.033,-0.014,-0.018,0.032,-0.014,-0.065,-0.075,-0.129,-0.112,-0.279
0.38,-0.006,0.024,0.03,-0.009,-0.019,0.027,-0.009,-0.06,-0.067,-0.124,-0.11,-0.284
0.39,0.004,0.033,0.029,-0.018,-0.013,0.031,-0.004,-0.056,-0.059,-0.119,-0.106,-0.284
0.4,0.003,0.036,0.033,-0.019,-0.016,0.034,0.0,-0.053,-0.052,-0.115,-0.105,-0.29
0.41,-0.008,0.033,0.042,-0.013,-0.025,0.037,0.006,-0.049,-0.05,-0.11,-0.102,-0.302
0.42,-0.01,0.037,0.048,-0.014,-0.03,0.042,0.001,-0.045,-0.05,-0.105,-0.096,-0.296
0.43,-0.018,0.031,0.05,-0.006,-0.035,0.04,0.0,-0.046,-0.047,-0.101,-0.092,-0.294
0.44,-0.003,0.056,0.058,-0.027,-0.031,0.057,-0.002,-0.044,-0.044,-0.095,-0.087,-0.289
0.45,0.006,0.069,0.063,-0.038,-0.029,0.066,-0.006,-0.047,-0.046,-0.09,-0.083,-0.286
0.46,0.03,0.093,0.063,-0.062,-0.017,0.078,-0.007,-0.041,-0.05,-0.085,-0.078,-0.281
0.47,0.051,0.137,0.086,-0.095,-0.018,0.112,-0.054,-0.061,-0.05,-0.077,-0.074,-0.266
0.48,0.071,0.145,0.074,-0.108,-0.001,0.109,-0.098,-0.092,-0.051,-0.078,-0.076,-0.254
0.49,0.101,0.151,0.05,-0.126,0.025,0.1,-0.09,-0.081,-0.049,-0.077,-0.073,-0.241
0.5,0.065,0.103,0.038,-0.084,0.013,0.071,-0.06,-0.077,-0.051,-0.085,-0.077,-0.249
0.51,0.021,0.055,0.034,-0.039,-0.007,0.045,-0.024,-0.068,-0.048,-0.082,-0.072,-0.279
0.52,-0.009,0.012,0.021,-0.001,-0.015,0.016,-0.015,-0.066,-0.052,-0.098,-0.093,-0.321
0.53,-0.03,-0.016,0.014,0.022,-0.021,-0.001,-0.01,-0.062,-0.049,-0.116,-0.118,-0.343
0.54,-0.022,-0.011,0.011,0.016,-0.016,0.0,-0.001,-0.06,-0.051,-0.114,-0.111,-0.345
0.55,-0.017,-0.022,-0.005,0.019,-0.006,-0.013,0.002,-0.057,-0.063,-0.128,-0.12,-0.354
0.56,-0.007,0.002,0.008,0.003,-0.007,0.005,0.013,-0.053,-0.053,-0.117,-0.108,-0.349
0.57,-0.018,-0.028,-0.01,0.023,-0.004,-0.019,0.023,-0.062,-0.067,-0.149,-0.128,-0.373
0.58,-0.113,0.03,0.143,0.041,-0.128,0.086,0.053,-0.098,-0.132,-0.173,-0.169,-0.37
0.59,-0.089,0.034,0.123,0.028,-0.107,0.078,-0.143,-0.439,-0.414,-0.281,-0.174,-0.347
0.6,0.382,0.33,-0.052,-0.356,0.217,0.139,-0.788,-1.02,-0.694,-0.065,0.33,0.038
0.61,0.956,0.699,-0.257,-0.827,0.606,0.221,-1.327,-1.375,-0.738,0.215,0.946,0.535
0.62,0.807,0.23,-0.578,-0.518,0.692,-0.174,-1.066,-1.097,-0.704,-0.297,0.46,0.226
0.63,0.258,-0.104,-0.363,-0.076,0.311,-0.233,-0.434,-0.509,-0.503,-0.566,-0.164,-0.252
0.64,0.055,-0.048,-0.103,-0.003,0.079,-0.075,-0.09,-0.155,-0.189,-0.28,-0.154,-0.339
0.65,-0.006,-0.058,-0.052,0.033,0.023,-0.055,0.065,0.054,0.032,-0.111,-0.117,-0.379
0.66,-0.045,-0.035,0.011,0.04,-0.028,-0.012,0.109,0.118,0.089,-0.054,-0.096,-0.384
0.67,-0.043,-0.053,-0.01,0.048,-0.016,-0.031,0.118,0.131,0.108,-0.047,-0.093,-0.384
0.68,-0.05,-0.04,0.01,0.044,-0.03,-0.014,0.132,0.16,0.135,-0.026,-0.093,-0.388
0.69,-0.057,-0.051,0.006,0.054,-0.031,-0.022,0.126,0.16,0.137,-0.016,-0.086,-0.389
0.7,-0.066,-0.053,0.013,0.059,-0.039,-0.019,0.149,0.185,0.163,0.001,-0.088,-0.391
0.71,-0.046,-0.026,0.02,0.036,-0.033,-0.003,0.155,0.197,0.178,0.017,-0.082,-0.385
0.72,-0.032,-0.013,0.018,0.023,-0.025,0.002,0.155,0.204,0.191,0.023,-0.079,-0.383
0.73,-0.028,0.001,0.029,0.013,-0.029,0.015,0.16,0.217,0.21,0.038,-0.069,-0.378
0.74,-0.035,0.011,0.046,0.012,-0.04,0.028,0.161,0.231,0.225,0.057,-0.065,-0.376
0.75,-0.026,0.029,0.055,-0.001,-0.041,0.042,0.166,0.236,0.235,0.067,-0.057,-0.371
0.76,-0.037,0.037,0.074,0.0,-0.056,0.055,0.162,0.229,0.228,0.072,-0.051,-0.368
0.77,-0.054,0.058,0.112,-0.002,-0.083,0.084,0.154,0.223,0.22,0.07,-0.049,-0.365
0.78,-0.053,0.079,0.132,-0.014,-0.093,0.105,0.146,0.216,0.215,0.056,-0.054,-0.362
0.79,-0.048,0.086,0.134,-0.02,-0.091,0.11,0.138,0.199,0.202,0.046,-0.071,-0.36
0.8,-0.047,0.114,0.161,-0.033,-0.104,0.137,0.131,0.174,0.166,0.033,-0.092,-0.356
0.81,-0.069,0.12,0.189,-0.026,-0.129,0.155,0.119,0.136,0.115,0.002,-0.097,-0.354
0.82,-0.065,0.113,0.178,-0.024,-0.122,0.145,0.097,0.09,0.063,-0.036,-0.104,-0.359
0.83,-0.065,0.113,0.178,-0.024,-0.122,0.145,0.078,0.043,0.016,-0.064,-0.113,-0.362
0.84,-0.062,0.106,0.168,-0.022,-0.115,0.137,0.051,-0.004,-0.033,-0.1,-0.12,-0.369
0.85,-0.023,0.106,0.129,-0.042,-0.077,0.118,0.028,-0.042,-0.075,-0.134,-0.131,-0.381
0.86,-0.021,0.076,0.098,-0.028,-0.059,0.087,0.025,-0.056,-0.09,-0.141,-0.127,-0.379
0.87,-0.037,0.039,0.075,-0.001,-0.056,0.057,0.022,-0.055,-0.087,-0.138,-0.123,-0.38
0.88,-0.014,0.034,0.048,-0.01,-0.032,0.041,0.019,-0.055,-0.081,-0.132,-0.12,-0.386
0.89,-0.003,0.029,0.033,-0.013,-0.018,0.031,0.016,-0.05,-0.076,-0.128,-0.114,-0.396
0.9,-0.002,0.028,0.03,-0.013,-0.017,0.028,0.015,-0.05,-0.07,-0.124,-0.118,-0.414
0.91,-0.001,0.021,0.023,-0.01,-0.012,0.022,0.02,-0.049,-0.065,-0.119,-0.12,-0.415
0.92,0.002,0.021,0.019,-0.012,-0.008,0.02,0.019,-0.044,-0.059,-0.116,-0.12,-0.414
0.93,0.028,0.039,0.011,-0.034,0.008,0.025,0.022,-0.038,-0.054,-0.111,-0.123,-0.415
0.94,0.026,0.04,0.014,-0.033,0.006,0.027,0.025,-0.034,-0.049,-0.109,-0.126,-0.415
0.95,0.008,0.04,0.032,-0.024,-0.012,0.036,0.026,-0.03,-0.043,-0.105,-0.125,-0.413
0.96,0.012,0.04,0.027,-0.026,-0.007,0.033,0.022,-0.025,-0.037,-0.1,-0.13,-0.407
0.97,0.013,0.041,0.028,-0.027,-0.007,0.034,0.02,-0.029,-0.035,-0.098,-0.137,-0.404
0.98,-0.012,0.039,0.05,-0.014,-0.031,0.044,0.019,-0.031,-0.035,-0.092,-0.131,-0.398
0.99,0.014,0.065,0.051,-0.039,-0.019,0.058,0.014,-0.037,-0.035,-0.087,-0.117,-0.395
1.0,0.069,0.115,0.046,-0.092,0.011,0.08,0.016,-0.038,-0.035,-0.084,-0.105,-0.375
1.01,0.032,0.109,0.078,-0.071,-0.023,0.093,-0.018,-0.05,-0.034,-0.077,-0.089,-0.35
1.02,0.064,0.125,0.061,-0.095,0.001,0.093,-0.071,-0.074,-0.036,-0.077,-0.078,-0.35
1.03,0.132,0.147,0.015,-0.14,0.058,0.081,-0.068,-0.067,-0.038,-0.078,-0.073,-0.35
1.04,0.088,0.091,0.003,-0.09,0.042,0.047,-0.036,-0.059,-0.047,-0.083,-0.069,-0.349
1.05,0.038,0.04,0.002,-0.039,0.018,0.021,0.001,-0.051,-0.051,-0.077,-0.082,-0.364
1.06,0.002,-0.008,-0.01,0.004,0.006,-0.009,0.029,-0.044,-0.049,-0.099,-0.12,-0.404
1.07,-0.019,-0.032,-0.013,0.026,-0.002,-0.022,0.033,-0.04,-0.051,-0.113,-0.137,-0.42
1.08,-0.028,-0.046,-0.018,0.037,-0.005,-0.032,0.041,-0.04,-0.049,-0.105,-0.133,-0.417
1.09,-0.037,-0.053,-0.016,0.045,-0.01,-0.035,0.035,-0.04,-0.052,-0.118,-0.148,-0.431
1.1,-0.041,-0.03,0.011,0.035,-0.026,-0.009,0.051,-0.039,-0.055,-0.098,-0.129,-0.422
1.11,-0.057,-0.052,0.005,0.054,-0.031,-0.023,0.038,-0.044,-0.075,-0.133,-0.158,-0.44
1.12,-0.127,0.01,0.137,0.058,-0.132,0.073,0.022,-0.111,-0.166,-0.186,-0.23,-0.448
1.13,-0.087,0.006,0.093,0.041,-0.09,0.049,-0.14,-0.458,-0.448,-0.302,-0.213,-0.408
1.14,0.409,0.338,-0.071,-0.373,0.24,0.133,-0.79,-1.05,-0.733,-0.081,0.319,0.012
1.15,0.966,0.673,-0.293,-0.819,0.63,0.189,-1.316,-1.401,-0.791,0.158,0.879,0.475
1.16,0.769,0.184,-0.585,-0.476,0.677,-0.2,-0.99,-1.062,-0.714,-0.351,0.344,0.12
1.17,0.224,-0.118,-0.342,-0.053,0.283,-0.229,-0.357,-0.454,-0.483,-0.542,-0.229,-0.33
1.18,0.04,-0.072,-0.112,0.016,0.077,-0.092,-0.037,-0.113,-0.17,-0.246,-0.178,-0.401
1.19,0.001,-0.079,-0.079,0.04,0.041,-0.079,0.099,0.071,0.027,-0.12,-0.155,-0.433
1.2,-0.028,-0.052,-0.024,0.041,-0.002,-0.038,0.139,0.121,0.079,-0.062,-0.134,-0.42
1.21,-0.037,-0.067,-0.03,0.052,-0.004,-0.048,0.154,0.142,0.103,-0.05,-0.129,-0.427
1.22,-0.04,-0.051,-0.011,0.046,-0.014,-0.031,0.184,0.158,0.117,-0.034,-0.127,-0.424
1.23,-0.019,-0.054,-0.035,0.036,0.008,-0.044,0.177,0.16,0.125,-0.023,-0.117,-0.424
1.24,-0.026,-0.048,-0.022,0.037,-0.002,-0.035,0.183,0.192,0.148,-0.008,-0.116,-0.425
1.25,-0.03,-0.037,-0.007,0.034,-0.011,-0.022,0.184,0.194,0.156,0.006,-0.106,-0.418
1.26,-0.031,-0.027,0.004,0.029,-0.017,-0.011,0.185,0.214,0.177,0.021,-0.107,-0.422
1.27,-0.034,-0.012,0.022,0.023,-0.028,0.005,0.185,0.226,0.187,0.039,-0.104,-0.416
1.28,-0.035,-0.003,0.032,0.018,-0.034,0.014,0.185,0.229,0.198,0.05,-0.105,-0.415
1.29,-0.04,0.012,0.052,0.014,-0.046,0.031,0.197,0.251,0.219,0.066,-0.105,-0.414
1.3,-0.05,0.035,0.084,0.007,-0.067,0.059,0.191,0.246,0.215,0.063,-0.104,-0.411
1.31,-0.037,0.063,0.1,-0.013,-0.069,0.081,0.178,0.231,0.205,0.056,-0.113,-0.409
1.32,-0.035,0.09,0.126,-0.028,-0.081,0.108,0.168,0.222,0.189,0.049,-0.135,-0.405
1.33,-0.055,0.115,0.17,-0.03,-0.113,0.142,0.155,0.202,0.164,0.043,-0.15,-0.403
1.34,-0.056,0.132,0.188,-0.038,-0.122,0.159,0.144,0.168,0.126,0.028,-0.153,-0.399
1.35,-0.056,0.138,0.194,-0.041,-0.126,0.166,0.129,0.122,0.076,-0.003,-0.163,-0.401
1.36,-0.051,0.132,0.183,-0.041,-0.117,0.157,0.1,0.076,0.022,-0.035,-0.191,-0.406
1.37,-0.054,0.118,0.171,-0.032,-0.112,0.144,0.082,0.035,-0.023,-0.069,-0.197,-0.409
1.38,-0.064,0.088,0.152,-0.013,-0.108,0.119,0.076,-0.005,-0.063,-0.102,-0.199,-0.414
1.39,-0.059,0.059,0.117,0.0,-0.088,0.088,0.069,-0.043,-0.106,-0.14,-0.212,-0.414
1.4,-0.041,0.039,0.08,0.001,-0.061,0.059,0.061,-0.055,-0.12,-0.162,-0.209,-0.416
1.41,-0.017,0.026,0.043,-0.005,-0.03,0.034,0.053,-0.047,-0.112,-0.155,-0.21,-0.413
1.42,-0.003,0.014,0.017,-0.006,-0.01,0.015,0.052,-0.039,-0.106,-0.152,-0.21,-0.421
1.43,-0.019,-0.019,0.0,0.019,-0.009,-0.01,0.056,-0.031,-0.098,-0.147,-0.209,-0.439
1.44,-0.025,-0.044,-0.018,0.035,-0.003,-0.031,0.06,-0.024,-0.078,-0.142,-0.214,-0.44
1.45,-0.006,-0.035,-0.028,0.02,0.011,-0.031,0.065,-0.017,-0.06,-0.139,-0.214,-0.439
1.46,-0.023,-0.055,-0.032,0.039,0.005,-0.043,0.073,-0.012,-0.055,-0.123,-0.224,-0.44
1.47,-0.031,-0.082,-0.051,0.057,0.01,-0.067,0.085,0.002,-0.05,-0.111,-0.221,-0.44
1.48,-0.034,-0.087,-0.053,0.061,0.01,-0.07,0.093,0.013,-0.044,-0.106,-0.215,-0.437
1.49,-0.041,-0.083,-0.042,0.063,0.001,-0.063,0.095,0.01,-0.039,-0.102,-0.235,-0.459
1.5,-0.047,-0.086,-0.039,0.067,-0.004,-0.062,0.09,0.008,-0.034,-0.097,-0.257,-0.473
1.51,-0.059,-0.089,-0.03,0.074,-0.014,-0.059,0.084,0.004,-0.029,-0.093,-0.249,-0.459
1.52,0.006,-0.02,-0.026,0.008,0.016,-0.023,0.078,0.007,-0.026,-0.088,-0.248,-0.45
1.53,0.031,0.002,-0.03,-0.016,0.031,-0.014,0.074,0.028,-0.023,-0.065,-0.272,-0.435
1.54,0.001,-0.029,-0.03,0.014,0.016,-0.029,0.065,0.034,-0.019,-0.053,-0.248,-0.42
1.55,0.054,0.024,-0.03,-0.039,0.042,-0.003,0.069,0.017,-0.014,-0.055,-0.225,-0.405
1.56,0.116,0.087,-0.029,-0.101,0.072,0.028,0.069,0.007,-0.013,-0.059,-0.23,-0.401
1.57,0.114,0.074,-0.039,-0.094,0.076,0.018,0.073,0.013,-0.006,-0.058,-0.216,-0.383
1.58,0.068,-0.002,-0.071,-0.033,0.069,-0.036,0.074,0.018,-0.005,-0.065,-0.233,-0.388
1.59,0.024,-0.044,-0.068,0.01,0.047,-0.056,0.076,0.027,0.0,-0.059,-0.254,-0.43
1.6,-0.024,-0.106,-0.082,0.065,0.029,-0.094,0.099,0.032,0.004,-0.085,-0.273,-0.452
1.61,-0.056,-0.147,-0.091,0.102,0.018,-0.119,0.105,0.039,0.003,-0.112,-0.297,-0.451
1.62,-0.054,-0.161,-0.107,0.108,0.026,-0.133,0.124,0.037,0.003,-0.108,-0.308,-0.441
1.63,-0.081,-0.187,-0.105,0.134,0.012,-0.146,0.127,0.029,-0.005,-0.114,-0.31,-0.438
1.64,-0.061,-0.15,-0.088,0.106,0.014,-0.118,0.123,0.032,0.009,-0.102,-0.301,-0.42
1.65,-0.057,-0.161,-0.105,0.11,0.024,-0.133,0.109,0.014,-0.012,-0.123,-0.311,-0.453
1.66,-0.145,-0.087,0.058,0.116,-0.101,-0.014,0.11,-0.021,-0.081,-0.137,-0.355,-0.464
1.67,-0.089,-0.095,-0.006,0.092,-0.041,-0.05,-0.041,-0.354,-0.324,-0.203,-0.345,-0.391
1.68,0.435,0.263,-0.172,-0.348,0.304,0.045,-0.692,-0.981,-0.571,0.095,0.248,0.057
1.69,1.013,0.626,-0.387,-0.819,0.7,0.119,-1.213,-1.299,-0.636,0.23,0.744,0.506
1.7,0.714,0.135,-0.579,-0.424,0.647,-0.222,-0.891,-0.969,-0.646,-0.319,0.162,0.134
1.71,0.13,-0.119,-0.249,-0.005,0.19,-0.184,-0.291,-0.37,-0.394,-0.398,-0.325,-0.286
1.72,0.022,-0.109,-0.131,0.044,0.077,-0.12,0.031,-0.008,-0.072,-0.174,-0.296,-0.357
1.73,-0.017,-0.192,-0.175,0.105,0.079,-0.183,0.165,0.166,0.089,-0.088,-0.304,-0.411
1.74,-0.043,-0.18,-0.138,0.112,0.048,-0.158,0.196,0.224,0.159,-0.005,-0.264,-0.368
1.75,-0.029,-0.191,-0.162,0.11,0.067,-0.176,0.211,0.236,0.171,-0.016,-0.23,-0.352
1.76,-0.033,-0.175,-0.141,0.104,0.054,-0.158,0.21,0.256,0.198,0.011,-0.21,-0.341
1.77,-0.024,-0.177,-0.153,0.101,0.065,-0.165,0.211,0.271,0.215,0.043,-0.197,-0.321
1.78,-0.032,-0.17,-0.138,0.101,0.053,-0.154,0.23,0.285,0.221,0.057,-0.195,-0.31
1.79,-0.029,-0.165,-0.136,0.097,0.054,-0.151,0.229,0.294,0.24,0.075,-0.184,-0.295
1.8,-0.036,-0.166,-0.131,0.101,0.048,-0.148,0.231,0.315,0.262,0.088,-0.174,-0.285
1.81,-0.038,-0.161,-0.123,0.1,0.043,-0.142,0.228,0.311,0.26,0.084,-0.159,-0.25
1.82,-0.033,-0.161,-0.128,0.097,0.048,-0.144,0.237,0.338,0.288,0.122,-0.159,-0.223
1.83,-0.041,-0.158,-0.117,0.1,0.038,-0.137,0.25,0.358,0.313,0.158,-0.165,-0.218
1.84,-0.038,-0.125,-0.087,0.082,0.024,-0.106,0.242,0.345,0.298,0.146,-0.156,-0.206
1.85,-0.032,-0.094,-0.062,0.064,0.015,-0.078,0.236,0.342,0.291,0.141,-0.117,-0.162
1.86,-0.046,-0.084,-0.038,0.065,-0.004,-0.06,0.23,0.334,0.279,0.134,-0.083,-0.137
1.87,-0.075,-0.055,0.02,0.065,-0.047,-0.017,0.221,0.324,0.243,0.121,-0.135,-0.132
1.88,-0.098,-0.028,0.07,0.063,-0.084,0.021,0.203,0.296,0.219,0.114,-0.127,-0.119
1.89,-0.1,-0.022,0.077,0.061,-0.088,0.027,0.183,0.251,0.187,0.075,-0.07,-0.109
1.9,-0.076,-0.007,0.069,0.041,-0.072,0.031,0.168,0.2,0.13,0.019,-0.111,-0.086
1.91,-0.049,0.009,0.058,0.02,-0.054,0.033,0.149,0.161,0.093,0.006,-0.119,-0.058
1.92,-0.074,-0.019,0.056,0.046,-0.065,0.018,0.12,0.119,0.063,-0.041,-0.106,-0.027
1.93,-0.078,-0.045,0.032,0.061,-0.055,-0.006,0.102,0.088,0.043,-0.067,-0.096,0.001
1.94,-0.051,-0.046,0.005,0.048,-0.027,-0.02,0.096,0.085,0.022,-0.025,-0.063,0.016
1.95,-0.032,-0.041,-0.009,0.037,-0.011,-0.025,0.089,0.085,0.007,-0.011,-0.049,0.025
1.96,-0.036,-0.085,-0.049,0.061,0.006,-0.067,0.081,0.085,0.039,0.015,-0.039,0.035
1.97,-0.031,-0.086,-0.055,0.059,0.013,-0.07,0.073,0.084,0.063,0.032,-0.03,0.049
1.98,0.017,-0.039,-0.056,0.011,0.037,-0.047,0.072,0.087,0.057,0.035,-0.006,0.069
1.99,-0.024,-0.076,-0.052,0.051,0.014,-0.064,0.079,0.096,0.072,0.051,0.018,0.062
2.0,-0.052,-0.115,-0.063,0.083,0.006,-0.088,0.087,0.117,0.09,0.062,0.046,0.065
2.01,-0.03,-0.123,-0.093,0.077,0.032,-0.108,0.091,0.131,0.089,0.055,0.05,0.099
2.02,-0.033,-0.111,-0.078,0.072,0.023,-0.094,0.09,0.123,0.093,0.037,0.055,0.126
2.03,-0.012,-0.077,-0.065,0.045,0.026,-0.071,0.094,0.115,0.096,0.059,0.103,0.155
2.04,-0.022,-0.055,-0.033,0.039,0.006,-0.044,0.095,0.11,0.095,0.083,0.121,0.154
2.05,-0.026,-0.037,-0.011,0.032,-0.007,-0.024,0.095,0.1,0.104,0.113,0.133,0.182
2.06,-0.034,-0.029,0.005,0.032,-0.019,-0.012,0.084,0.103,0.103,0.118,0.12,0.209
2.07,-0.021,0.008,0.029,0.006,-0.025,0.018,0.059,0.105,0.097,0.109,0.143,0.214
2.08,0.04,0.093,0.053,-0.067,-0.007,0.073,0.009,0.093,0.094,0.151,0.21,0.28
2.09,0.074,0.108,0.034,-0.091,0.02,0.071,-0.047,0.089,0.088,0.156,0.231,0.324
2.1,0.103,0.084,-0.019,-0.093,0.06,0.032,-0.07,0.087,0.085,0.145,0.254,0.337
2.11,0.061,0.081,0.02,-0.072,0.02,0.05,-0.056,0.083,0.078,0.138,0.248,0.34
2.12,0.005,0.037,0.032,-0.022,-0.014,0.035,-0.023,0.081,0.07,0.131,0.237,0.316
2.13,0.004,-0.036,-0.04,0.016,0.022,-0.038,0.0,0.079,0.065,0.101,0.212,0.284
2.14,-0.015,-0.072,-0.057,0.044,0.021,-0.065,0.004,0.074,0.055,0.056,0.172,0.259
2.15,-0.022,-0.073,-0.051,0.048,0.015,-0.062,0.015,0.072,0.051,0.052,0.167,0.27
2.16,-0.043,-0.108,-0.066,0.076,0.012,-0.086,0.025,0.064,0.04,0.038,0.189,0.294
2.17,-0.056,-0.112,-0.056,0.084,0.0,-0.084,0.017,0.065,0.038,0.042,0.224,0.306
2.18,-0.063,-0.116,-0.053,0.09,-0.005,-0.084,0.021,0.046,0.027,0.008,0.19,0.29
2.19,-0.126,-0.061,0.065,0.094,-0.095,0.002,0.041,0.016,-0.023,-0.02,0.136,0.295
2.2,-0.149,-0.052,0.097,0.1,-0.123,0.022,-0.015,-0.181,-0.208,-0.073,0.124,0.306
2.21,0.22,0.201,-0.019,-0.21,0.119,0.091,-0.536,-0.775,-0.526,0.089,0.576,0.66
2.22,0.811,0.692,-0.119,-0.751,0.465,0.286,-1.127,-1.272,-0.752,0.253,1.159,1.2
2.23,0.614,0.395,-0.219,-0.504,0.416,0.088,-0.926,-1.058,-0.755,-0.196,0.7,0.936
2.24,0.096,-0.021,-0.117,-0.038,0.107,-0.069,-0.409,-0.472,-0.471,-0.382,0.134,0.449
2.25,0.024,-0.031,-0.055,0.003,0.04,-0.043,-0.125,-0.063,-0.098,-0.093,0.208,0.378
2.26,-0.02,-0.1,-0.08,0.06,0.03,-0.09,0.011,0.136,0.104,0.053,0.24,0.344
2.27,-0.038,-0.101,-0.063,0.07,0.012,-0.082,0.053,0.188,0.159,0.098,0.256,0.351
2.28,-0.041,-0.116,-0.075,0.078,0.017,-0.095,0.083,0.198,0.176,0.104,0.26,0.351
2.29,-0.042,-0.109,-0.067,0.076,0.012,-0.087,0.1,0.208,0.19,0.135,0.251,0.359
2.3,-0.014,-0.098,-0.084,0.056,0.035,-0.09,0.099,0.212,0.204,0.141,0.256,0.368
2.31,-0.016,-0.098,-0.082,0.058,0.033,-0.09,0.102,0.23,0.215,0.146,0.245,0.365
2.32,-0.01,-0.083,-0.073,0.046,0.032,-0.077,0.105,0.236,0.219,0.156,0.249,0.374
2.33,-0.025,-0.094,-0.069,0.06,0.022,-0.081,0.106,0.254,0.231,0.157,0.242,0.372
2.34,-0.03,-0.089,-0.06,0.06,0.015,-0.074,0.102,0.26,0.238,0.166,0.24,0.378
2.35,-0.025,-0.081,-0.056,0.053,0.016,-0.068,0.1,0.265,0.248,0.176,0.229,0.378
2.36,-0.021,-0.067,-0.046,0.045,0.012,-0.056,0.1,0.271,0.256,0.196,0.222,0.383
