time,lead1,lead2,lead3,lead4,lead5,lead6,lead7,lead8,lead9,lead10,lead11,lead12
0.93,2.175,2.02,-0.155,-2.097,1.165,0.932,-5.643,-5.512,-0.662,-0.546,2.585,2.209
0.94,2.352,0.624,-1.729,-1.488,2.04,-0.552,-4.745,-4.543,-1.198,-1.182,2.877,2.454
0.95,1.647,-0.374,-2.021,-0.636,1.835,-1.197,-2.004,-2.406,-1.609,-1.713,1.799,1.425
0.96,0.354,-0.255,-0.609,-0.049,0.482,-0.432,-0.154,-0.363,-0.447,-0.559,0.514,0.088
0.97,-0.218,-0.231,-0.013,0.225,-0.102,-0.122,0.28,0.202,-0.149,-0.212,-0.064,-0.518
0.98,-0.208,-0.211,-0.003,0.209,-0.102,-0.107,0.336,0.243,-0.095,-0.133,-0.012,-0.46
0.99,-0.248,-0.18,0.068,0.214,-0.158,-0.056,0.342,0.274,-0.07,-0.09,-0.043,-0.489
1.0,-0.229,-0.192,0.037,0.211,-0.133,-0.078,0.391,0.306,-0.076,-0.067,-0.023,-0.478
1.01,-0.242,-0.165,0.077,0.203,-0.159,-0.044,0.398,0.347,-0.021,-0.001,-0.019,-0.477
1.02,-0.235,-0.171,0.064,0.203,-0.149,-0.053,0.447,0.387,-0.026,0.006,-0.019,-0.484
1.03,-0.232,-0.152,0.08,0.192,-0.156,-0.035,0.459,0.418,0.018,0.053,-0.005,-0.474
1.04,-0.22,-0.155,0.066,0.187,-0.143,-0.045,0.505,0.465,0.023,0.069,-0.007,-0.481
1.05,-0.217,-0.142,0.075,0.179,-0.146,-0.033,0.548,0.528,0.062,0.115,0.01,-0.467
1.06,-0.252,-0.14,0.112,0.196,-0.182,-0.014,0.602,0.598,0.098,0.151,0.021,-0.469
1.07,-0.267,-0.14,0.127,0.204,-0.197,-0.006,0.676,0.69,0.155,0.213,0.039,-0.461
1.08,-0.29,-0.139,0.151,0.214,-0.22,0.006,0.746,0.794,0.218,0.274,0.044,-0.458
1.09,-0.301,-0.134,0.167,0.217,-0.234,0.016,0.838,0.927,0.296,0.354,0.063,-0.454
1.1,-0.33,-0.121,0.209,0.225,-0.269,0.044,0.937,1.086,0.396,0.45,0.064,-0.468
1.11,-0.365,-0.111,0.254,0.238,-0.31,0.071,1.058,1.279,0.515,0.571,0.076,-0.47
1.12,-0.391,-0.097,0.293,0.244,-0.342,0.098,1.184,1.493,0.652,0.706,0.081,-0.473
1.13,-0.447,-0.09,0.356,0.268,-0.401,0.133,1.291,1.686,0.782,0.831,0.065,-0.488
1.14,-0.478,-0.082,0.397,0.279,-0.437,0.157,1.358,1.835,0.887,0.938,0.056,-0.51
1.15,-0.521,-0.083,0.437,0.302,-0.479,0.177,1.372,1.9,0.929,0.981,0.048,-0.532
1.16,-0.575,-0.107,0.468,0.341,-0.521,0.181,1.337,1.879,0.91,0.964,0.023,-0.548
1.17,-0.56,-0.115,0.445,0.337,-0.502,0.165,1.257,1.785,0.845,0.902,-0.022,-0.574
1.18,-0.528,-0.108,0.42,0.318,-0.474,0.155,1.099,1.578,0.718,0.776,-0.054,-0.568
1.19,-0.462,-0.096,0.365,0.279,-0.413,0.134,0.861,1.256,0.519,0.581,-0.074,-0.56
1.2,-0.363,-0.089,0.274,0.226,-0.318,0.092,0.588,0.889,0.28,0.351,-0.078,-0.554
1.21,-0.284,-0.104,0.18,0.194,-0.232,0.037,0.337,0.557,0.065,0.143,-0.068,-0.52
1.22,-0.193,-0.105,0.089,0.149,-0.141,-0.008,0.153,0.302,-0.091,-0.008,-0.054,-0.483
1.23,-0.135,-0.101,0.034,0.117,-0.084,-0.033,0.028,0.128,-0.196,-0.116,-0.032,-0.457
1.24,-0.096,-0.098,-0.002,0.097,-0.047,-0.05,-0.048,0.032,-0.265,-0.182,-0.017,-0.447
1.25,-0.065,-0.095,-0.03,0.08,-0.017,-0.062,-0.081,-0.02,-0.299,-0.21,-0.011,-0.442
1.26,-0.051,-0.094,-0.044,0.072,-0.003,-0.068,-0.094,-0.054,-0.312,-0.229,-0.001,-0.437
1.27,-0.023,-0.086,-0.063,0.055,0.02,-0.074,-0.095,-0.07,-0.332,-0.236,0.002,-0.431
1.28,-0.036,-0.1,-0.064,0.068,0.014,-0.082,-0.088,-0.075,-0.338,-0.235,0.002,-0.426
1.29,-0.057,-0.113,-0.056,0.085,0.0,-0.084,-0.085,-0.078,-0.339,-0.234,0.013,-0.424
1.3,-0.055,-0.109,-0.054,0.082,-0.001,-0.081,-0.08,-0.09,-0.355,-0.238,0.011,-0.427
1.31,-0.071,-0.11,-0.039,0.091,-0.016,-0.074,-0.076,-0.096,-0.354,-0.247,0.001,-0.433
1.32,-0.06,-0.115,-0.055,0.087,-0.002,-0.085,-0.079,-0.088,-0.358,-0.243,-0.004,-0.439
1.33,-0.04,-0.119,-0.08,0.08,0.02,-0.099,-0.078,-0.086,-0.366,-0.241,-0.014,-0.445
1.34,-0.063,-0.134,-0.071,0.099,0.004,-0.103,-0.064,-0.078,-0.357,-0.238,-0.018,-0.445
1.35,-0.069,-0.141,-0.072,0.105,0.002,-0.106,-0.057,-0.075,-0.352,-0.236,-0.023,-0.444
1.36,-0.064,-0.131,-0.067,0.098,0.002,-0.099,-0.039,-0.062,-0.345,-0.23,-0.023,-0.441
1.37,-0.064,-0.119,-0.054,0.092,-0.005,-0.086,-0.014,-0.03,-0.327,-0.199,-0.012,-0.44
1.38,-0.056,-0.1,-0.044,0.078,-0.006,-0.072,0.011,-0.023,-0.317,-0.185,-0.004,-0.44
1.39,-0.053,-0.071,-0.018,0.063,-0.017,-0.045,0.047,-0.015,-0.313,-0.184,0.012,-0.433
1.4,-0.054,-0.044,0.01,0.049,-0.032,-0.017,0.009,-0.013,-0.314,-0.182,0.031,-0.427
1.41,-0.064,-0.032,0.031,0.047,-0.047,-0.001,-0.044,-0.034,-0.308,-0.178,0.039,-0.422
1.42,-0.021,-0.042,-0.021,0.031,0.0,-0.031,-0.088,-0.066,-0.313,-0.184,0.038,-0.415
1.43,-0.003,-0.062,-0.059,0.033,0.028,-0.06,-0.126,-0.091,-0.337,-0.206,0.028,-0.413
1.44,0.017,-0.066,-0.083,0.025,0.051,-0.074,-0.134,-0.08,-0.328,-0.202,0.024,-0.401
1.45,0.029,-0.091,-0.12,0.031,0.075,-0.105,-0.136,-0.079,-0.337,-0.209,0.014,-0.42
1.46,-0.038,-0.139,-0.101,0.089,0.031,-0.12,-0.131,-0.098,-0.346,-0.201,0.011,-0.444
1.47,-0.067,-0.16,-0.093,0.114,0.014,-0.126,-0.144,-0.122,-0.375,-0.223,0.007,-0.453
1.48,-0.087,-0.179,-0.091,0.133,0.002,-0.135,-0.122,-0.122,-0.373,-0.217,0.001,-0.465
1.49,-0.087,-0.189,-0.102,0.138,0.007,-0.145,-0.165,-0.124,-0.368,-0.21,0.004,-0.453
1.5,-0.104,-0.187,-0.083,0.146,-0.01,-0.135,-0.113,-0.112,-0.374,-0.213,-0.012,-0.47
1.51,-0.089,-0.186,-0.098,0.138,0.005,-0.142,-0.17,-0.121,-0.344,-0.187,0.002,-0.445
1.52,-0.131,-0.172,-0.041,0.152,-0.045,-0.106,0.057,0.049,-0.296,-0.154,-0.052,-0.502
1.53,-0.219,-0.189,0.03,0.204,-0.124,-0.079,0.66,0.853,0.104,0.236,-0.163,-0.655
1.54,-0.201,-0.144,0.057,0.172,-0.129,-0.043,1.035,1.709,0.46,0.586,-0.264,-0.76
1.55,0.163,0.596,0.434,-0.38,-0.136,0.515,0.808,1.17,1.048,1.26,0.214,-0.348
1.56,1.027,1.868,0.841,-1.448,0.092,1.354,-1.731,-1.885,0.504,0.843,0.952,0.507
1.57,1.748,2.442,0.694,-2.096,0.527,1.568,-4.64,-5.077,-1.115,-0.759,1.377,1.14
1.58,2.186,2.094,-0.091,-2.14,1.138,1.001,-5.716,-5.574,-0.764,-0.418,2.376,2.005
1.59,2.419,0.715,-1.704,-1.567,2.062,-0.494,-5.156,-4.728,-1.19,-0.916,2.737,2.319
1.6,1.796,-0.478,-2.275,-0.659,2.035,-1.376,-2.543,-2.838,-1.916,-1.78,1.72,1.366
1.61,0.462,-0.376,-0.838,-0.042,0.65,-0.607,-0.337,-0.57,-0.703,-0.59,0.551,0.111
1.62,-0.205,-0.255,-0.049,0.23,-0.077,-0.152,0.247,0.199,-0.227,-0.059,-0.054,-0.524
1.63,-0.176,-0.253,-0.077,0.215,-0.049,-0.165,0.322,0.242,-0.21,-0.005,-0.046,-0.503
1.64,-0.208,-0.206,0.002,0.207,-0.105,-0.102,0.324,0.278,-0.144,0.068,-0.06,-0.515
1.65,-0.214,-0.216,-0.002,0.215,-0.106,-0.109,0.382,0.315,-0.162,0.077,-0.058,-0.511
1.66,-0.221,-0.194,0.027,0.207,-0.124,-0.083,0.391,0.352,-0.114,0.156,-0.038,-0.494
1.67,-0.207,-0.208,-0.002,0.207,-0.102,-0.105,0.427,0.37,-0.133,0.147,-0.047,-0.501
1.68,-0.215,-0.189,0.026,0.202,-0.12,-0.081,0.454,0.42,-0.081,0.205,-0.025,-0.481
1.69,-0.243,-0.196,0.047,0.22,-0.145,-0.074,0.498,0.467,-0.064,0.227,-0.032,-0.487
1.7,-0.223,-0.182,0.041,0.202,-0.132,-0.07,0.546,0.53,-0.027,0.278,-0.017,-0.473
1.71,-0.247,-0.194,0.053,0.22,-0.15,-0.071,0.584,0.587,-0.002,0.3,-0.017,-0.476
1.72,-0.262,-0.186,0.075,0.224,-0.169,-0.055,0.655,0.68,0.05,0.354,-0.009,-0.467
1.73,-0.26,-0.155,0.106,0.207,-0.183,-0.024,0.725,0.789,0.115,0.425,-0.003,-0.465
1.74,-0.282,-0.157,0.125,0.219,-0.203,-0.016,0.816,0.92,0.193,0.497,0.007,-0.464
1.75,-0.299,-0.143,0.156,0.221,-0.227,0.006,0.916,1.084,0.288,0.593,0.018,-0.465
1.76,-0.336,-0.133,0.204,0.234,-0.27,0.035,1.03,1.273,0.399,0.705,0.028,-0.464
1.77,-0.381,-0.131,0.249,0.256,-0.315,0.059,1.147,1.487,0.535,0.842,0.034,-0.469
1.78,-0.415,-0.126,0.289,0.27,-0.352,0.081,1.252,1.693,0.67,0.975,0.039,-0.479
1.79,-0.47,-0.125,0.345,0.297,-0.407,0.11,1.339,1.861,0.788,1.093,0.039,-0.484
1.8,-0.521,-0.137,0.384,0.329,-0.452,0.123,1.331,1.918,0.817,1.134,0.014,-0.501
1.81,-0.533,-0.15,0.383,0.341,-0.458,0.116,1.29,1.89,0.783,1.103,-0.017,-0.529
1.82,-0.523,-0.158,0.365,0.34,-0.444,0.103,1.22,1.807,0.72,1.036,-0.054,-0.553
1.83,-0.501,-0.156,0.346,0.328,-0.423,0.095,1.059,1.6,0.587,0.905,-0.096,-0.555
1.84,-0.448,-0.146,0.302,0.297,-0.375,0.077,0.834,1.269,0.383,0.712,-0.125,-0.556
1.85,-0.343,-0.128,0.215,0.236,-0.279,0.043,0.564,0.898,0.157,0.494,-0.132,-0.538
1.86,-0.23,-0.109,0.121,0.17,-0.176,0.006,0.329,0.559,-0.047,0.294,-0.117,-0.492
1.87,-0.159,-0.113,0.046,0.136,-0.103,-0.033,0.15,0.299,-0.204,0.139,-0.109,-0.45
1.88,-0.113,-0.12,-0.007,0.117,-0.053,-0.063,0.021,0.119,-0.314,0.036,-0.105,-0.413
1.89,-0.073,-0.117,-0.045,0.095,-0.014,-0.081,-0.054,0.015,-0.382,-0.011,-0.092,-0.392
1.9,-0.039,-0.11,-0.07,0.075,0.016,-0.09,-0.085,-0.026,-0.401,-0.039,-0.087,-0.38
1.91,-0.035,-0.109,-0.075,0.072,0.02,-0.092,-0.093,-0.056,-0.421,-0.053,-0.083,-0.37
1.92,-0.025,-0.1,-0.075,0.063,0.025,-0.087,-0.101,-0.072,-0.43,-0.056,-0.078,-0.36
1.93,-0.034,-0.106,-0.072,0.07,0.019,-0.089,-0.1,-0.069,-0.424,-0.054,-0.075,-0.349
1.94,-0.062,-0.13,-0.068,0.096,0.003,-0.099,-0.1,-0.084,-0.447,-0.061,-0.068,-0.342
1.95,-0.036,-0.127,-0.09,0.082,0.027,-0.108,-0.101,-0.093,-0.46,-0.073,-0.084,-0.335
1.96,-0.042,-0.147,-0.106,0.095,0.032,-0.126,-0.1,-0.087,-0.47,-0.075,-0.101,-0.329
1.97,-0.065,-0.164,-0.099,0.115,0.017,-0.131,-0.097,-0.083,-0.478,-0.076,-0.108,-0.324
1.98,-0.045,-0.157,-0.112,0.101,0.034,-0.134,-0.087,-0.079,-0.466,-0.075,-0.132,-0.321
1.99,-0.058,-0.172,-0.114,0.115,0.029,-0.143,-0.082,-0.075,-0.471,-0.077,-0.135,-0.318
2.0,-0.067,-0.175,-0.108,0.121,0.021,-0.141,-0.074,-0.071,-0.479,-0.072,-0.142,-0.313
2.01,-0.071,-0.176,-0.105,0.124,0.017,-0.14,-0.061,-0.061,-0.467,-0.059,-0.16,-0.311
2.02,-0.088,-0.187,-0.1,0.138,0.006,-0.143,-0.046,-0.044,-0.454,-0.048,-0.16,-0.299
2.03,-0.07,-0.164,-0.094,0.117,0.012,-0.129,-0.031,-0.03,-0.429,-0.037,-0.157,-0.273
2.04,-0.049,-0.134,-0.086,0.092,0.019,-0.11,-0.02,-0.011,-0.419,-0.028,-0.154,-0.253
2.05,-0.041,-0.111,-0.07,0.076,0.015,-0.09,0.013,0.01,-0.419,-0.019,-0.15,-0.239
2.06,-0.05,-0.079,-0.029,0.065,-0.01,-0.054,-0.001,-0.008,-0.415,-0.021,-0.146,-0.216
2.07,-0.035,-0.061,-0.026,0.048,-0.004,-0.043,-0.063,-0.041,-0.413,-0.018,-0.143,-0.194
2.08,-0.003,-0.065,-0.062,0.035,0.03,-0.063,-0.1,-0.057,-0.408,-0.014,-0.135,-0.167
2.09,-0.009,-0.089,-0.08,0.049,0.035,-0.084,-0.134,-0.083,-0.425,-0.017,-0.133,-0.144
2.1,0.023,-0.105,-0.128,0.042,0.075,-0.116,-0.17,-0.104,-0.445,-0.013,-0.122,-0.131
2.11,0.023,-0.125,-0.148,0.052,0.085,-0.136,-0.161,-0.106,-0.455,-0.026,-0.146,-0.146
2.12,-0.034,-0.167,-0.133,0.1,0.05,-0.149,-0.153,-0.104,-0.446,-0.026,-0.177,-0.166
2.13,-0.071,-0.193,-0.122,0.132,0.025,-0.157,-0.161,-0.107,-0.473,-0.059,-0.194,-0.166
2.14,-0.074,-0.185,-0.111,0.13,0.019,-0.148,-0.133,-0.112,-0.461,-0.044,-0.205,-0.158
2.15,-0.062,-0.184,-0.122,0.123,0.031,-0.153,-0.167,-0.112,-0.47,-0.05,-0.203,-0.144
2.16,-0.061,-0.175,-0.115,0.118,0.027,-0.145,-0.124,-0.134,-0.485,-0.06,-0.211,-0.142
2.17,-0.032,-0.177,-0.145,0.105,0.057,-0.161,-0.189,-0.126,-0.46,-0.028,-0.192,-0.094
2.18,-0.1,-0.19,-0.09,0.145,-0.005,-0.14,0.078,0.075,-0.378,0.028,-0.247,-0.16
2.19,-0.189,-0.229,-0.04,0.209,-0.075,-0.134,0.688,0.999,0.103,0.482,-0.361,-0.325
2.2,-0.18,-0.18,0.0,0.18,-0.09,-0.09,1.026,1.973,0.595,0.974,-0.426,-0.398
2.21,0.212,0.69,0.479,-0.451,-0.134,0.584,0.661,0.893,1.138,1.644,0.165,0.125
2.22,1.032,2.002,0.97,-1.517,0.031,1.485,-1.931,-2.645,0.215,0.859,0.894,1.003
2.23,1.712,2.604,0.892,-2.158,0.41,1.748,-4.582,-5.688,-1.399,-0.767,1.396,1.708
2.24,2.173,2.201,0.028,-2.187,1.072,1.114,-5.48,-6.028,-1.072,-0.467,2.481,2.674
2.25,2.33,0.519,-1.81,-1.424,2.07,-0.645,-4.967,-5.016,-1.723,-1.23,2.684,2.855
2.26,1.575,-0.67,-2.245,-0.452,1.91,-1.457,-2.34,-2.78,-2.084,-1.729,1.521,1.733
2.27,0.314,-0.435,-0.748,0.061,0.531,-0.591,-0.201,-0.405,-0.688,-0.334,0.28,0.453
2.28,-0.191,-0.302,-0.112,0.247,-0.039,-0.207,0.239,0.21,-0.319,0.08,-0.257,-0.086
2.29,-0.163,-0.261,-0.098,0.212,-0.033,-0.179,0.311,0.258,-0.281,0.162,-0.209,-0.031
2.3,-0.193,-0.22,-0.026,0.207,-0.083,-0.123,0.319,0.315,-0.234,0.222,-0.236,-0.053
2.31,-0.178,-0.235,-0.058,0.207,-0.06,-0.146,0.365,0.336,-0.244,0.234,-0.219,-0.041
2.32,-0.183,-0.207,-0.024,0.195,-0.079,-0.115,0.376,0.382,-0.197,0.301,-0.212,-0.037
